,TEMPORADA_ALTA,DIF_MIN,ATRASO_15,PERIODO_DIA
12859,0,0,0,mañana
12860,0,0,0,mañana
12861,0,0,0,mañana
12862,0,1,0,mañana
12863,0,0,0,mañana
12864,1,0,0,mañana
12865,1,0,0,mañana
12866,1,0,0,mañana
12867,1,11,0,tarde
12868,1,0,0,mañana
12869,1,151,1,tarde
12870,1,23,1,tarde
12871,1,5,0,tarde
12872,1,0,0,mañana
12873,1,0,0,mañana
12874,1,0,0,mañana
12875,1,2,0,mañana
12876,1,1,0,mañana
12877,1,0,0,mañana
12878,1,0,0,mañana
12879,1,1,0,mañana
12880,1,0,0,mañana
12881,0,0,0,noche
12882,0,0,0,mañana
12883,0,1,0,mañana
12884,0,0,0,noche
12885,0,0,0,noche
12886,0,0,0,mañana
12887,0,0,0,mañana
12888,0,0,0,noche
12889,0,0,0,mañana
12890,0,5,0,mañana
12891,0,11,0,mañana
12892,0,0,0,noche
12893,0,0,0,noche
12894,1,0,0,noche
12895,1,2,0,mañana
12896,1,0,0,noche
12897,1,0,0,noche
12898,1,4,0,mañana
12899,1,14,0,mañana
12900,1,0,0,mañana
12901,1,0,0,mañana
12902,1,0,0,noche
12903,1,3,0,mañana
12904,1,0,0,noche
12905,1,3,0,mañana
12906,1,0,0,noche
12907,1,0,0,noche
12908,1,0,0,noche
12909,1,1,0,mañana
12910,1,0,0,noche
12911,0,0,0,mañana
12912,0,0,0,mañana
12913,0,0,0,mañana
12914,0,0,0,mañana
12915,0,0,0,mañana
12916,0,9,0,mañana
12917,0,0,0,mañana
12918,0,4,0,mañana
12919,0,8,0,mañana
12920,0,0,0,mañana
12921,1,16,1,mañana
12922,1,14,0,mañana
12923,1,0,0,mañana
12924,1,0,0,mañana
12925,1,0,0,mañana
12926,1,3,0,mañana
12927,1,0,0,mañana
12928,1,3,0,mañana
12929,1,0,0,mañana
12930,1,2,0,mañana
12931,1,0,0,mañana
12932,1,0,0,mañana
12933,1,0,0,mañana
12934,1,0,0,mañana
12935,1,0,0,mañana
12936,1,0,0,mañana
12937,0,6,0,mañana
12938,0,0,0,mañana
12939,0,10,0,mañana
12940,0,2,0,mañana
12941,0,0,0,mañana
12942,0,0,0,mañana
12943,0,0,0,mañana
12944,0,8,0,mañana
12945,0,0,0,mañana
12946,0,24,1,noche
12947,0,0,0,mañana
12948,0,0,0,mañana
12949,1,3,0,mañana
12950,1,0,0,mañana
12951,1,0,0,mañana
12952,1,1,0,mañana
12953,1,1,0,mañana
12954,1,0,0,mañana
12955,1,8,0,mañana
12956,1,2,0,mañana
12957,1,0,0,mañana
12958,1,1,0,mañana
12959,1,3,0,mañana
12960,1,0,0,mañana
12961,1,0,0,mañana
12962,1,0,0,mañana
12963,1,0,0,mañana
12964,1,4,0,mañana
12965,1,0,0,mañana
12966,1,0,0,mañana
12967,1,17,1,mañana
12968,1,0,0,noche
12969,1,0,0,noche
12970,1,0,0,noche
12971,1,0,0,noche
12972,1,0,0,noche
12973,1,40,1,mañana
12974,1,0,0,noche
12975,1,0,0,noche
12976,1,0,0,noche
12977,1,0,0,noche
12978,1,16,1,mañana
12979,1,3,0,noche
12980,1,0,0,noche
12981,1,0,0,noche
12982,1,1,0,noche
12983,1,0,0,noche
12984,1,18,1,mañana
12985,1,0,0,noche
12986,1,0,0,noche
12987,1,0,0,noche
12988,1,0,0,noche
12989,1,2,0,noche
12990,1,50,1,noche
12991,1,0,0,noche
12992,1,14,0,mañana
12993,1,0,0,noche
12994,1,0,0,noche
12995,1,1,0,noche
12996,1,72,1,mañana
12997,1,20,1,noche
12998,1,5,0,noche
12999,1,0,0,noche
13000,1,0,0,noche
13001,1,0,0,noche
13002,1,0,0,noche
13003,1,0,0,noche
13004,1,0,0,noche
13005,1,0,0,noche
13006,1,0,0,noche
13007,1,0,0,noche
13008,1,4,0,noche
13009,1,0,0,noche
13010,1,1,0,noche
13011,1,5,0,noche
13012,1,0,0,noche
13013,1,0,0,noche
13014,1,0,0,noche
13015,1,0,0,noche
13016,1,0,0,noche
13017,1,0,0,noche
13018,1,0,0,noche
13019,1,0,0,noche
13020,1,0,0,noche
13021,1,0,0,noche
13022,1,0,0,noche
13023,1,0,0,noche
13024,1,3,0,noche
13025,1,2,0,noche
13026,1,1,0,noche
13027,1,0,0,noche
13028,1,0,0,noche
13029,1,0,0,noche
13030,0,0,0,noche
13031,0,0,0,noche
13032,0,0,0,noche
13033,0,0,0,noche
13034,0,0,0,noche
13035,0,4,0,noche
13036,0,0,0,noche
13037,0,0,0,noche
13038,0,0,0,noche
13039,0,0,0,noche
13040,0,0,0,noche
13041,0,0,0,noche
13042,0,0,0,noche
13043,0,86,1,noche
13044,0,0,0,noche
13045,0,0,0,noche
13046,0,2,0,noche
13047,0,15,0,mañana
13048,0,30,1,noche
13049,0,0,0,noche
13050,0,39,1,noche
13051,0,0,0,noche
13052,0,0,0,noche
13053,0,0,0,noche
13054,0,0,0,noche
13055,0,0,0,noche
13056,0,4,0,noche
13057,0,0,0,noche
13058,0,1,0,noche
13059,0,7,0,noche
13060,0,0,0,noche
13061,0,2,0,noche
13062,0,0,0,noche
13063,0,0,0,noche
13064,0,8,0,noche
13065,0,0,0,noche
13066,0,0,0,noche
13067,0,4,0,noche
13068,0,3,0,noche
13069,0,0,0,noche
13070,0,0,0,noche
13071,0,0,0,noche
13072,0,4,0,noche
13073,0,0,0,noche
13074,0,3,0,noche
13075,0,6,0,noche
13076,0,0,0,noche
13077,0,0,0,noche
13078,0,0,0,noche
13079,0,5,0,noche
13080,0,0,0,noche
13081,0,2,0,noche
13082,0,0,0,noche
13083,0,6,0,noche
13084,0,1,0,noche
13085,0,0,0,noche
13086,0,0,0,noche
13087,0,14,0,noche
13088,0,0,0,noche
13089,0,0,0,noche
13090,0,0,0,noche
13091,0,0,0,noche
13092,0,0,0,noche
13093,0,3,0,noche
13094,0,0,0,noche
13095,0,2,0,noche
13096,0,8,0,noche
13097,0,3,0,noche
13098,0,0,0,noche
13099,0,8,0,noche
13100,0,0,0,noche
13101,0,0,0,noche
13102,0,0,0,noche
13103,0,0,0,noche
13104,0,0,0,noche
13105,0,0,0,noche
13106,0,0,0,noche
13107,0,0,0,noche
13108,0,0,0,noche
13109,0,0,0,noche
13110,0,0,0,noche
13111,0,0,0,noche
13112,0,0,0,noche
13113,0,0,0,noche
13114,0,0,0,noche
13115,0,10,0,noche
13116,0,0,0,noche
13117,0,0,0,noche
13118,0,0,0,noche
13119,0,2,0,noche
13120,0,0,0,noche
13121,0,0,0,noche
13122,0,0,0,noche
13123,0,0,0,noche
13124,0,0,0,noche
13125,0,5,0,noche
13126,0,0,0,noche
13127,0,0,0,noche
13128,0,1,0,noche
13129,0,0,0,noche
13130,0,0,0,noche
13131,0,0,0,noche
13132,0,0,0,noche
13133,0,5,0,noche
13134,0,0,0,noche
13135,0,0,0,noche
13136,0,0,0,noche
13137,0,0,0,noche
13138,0,45,1,noche
13139,0,3,0,noche
13140,0,1,0,noche
13141,0,28,1,mañana
13142,0,0,0,noche
13143,0,0,0,noche
13144,0,0,0,noche
13145,0,0,0,noche
13146,0,4,0,noche
13147,0,0,0,noche
13148,0,0,0,noche
13149,0,0,0,noche
13150,0,3,0,noche
13151,0,8,0,noche
13152,0,33,1,noche
13153,0,0,0,noche
13154,0,7,0,noche
13155,0,10,0,noche
13156,0,0,0,noche
13157,0,0,0,noche
13158,0,0,0,noche
13159,0,0,0,noche
13160,0,0,0,noche
13161,0,6,0,noche
13162,1,0,0,noche
13163,1,0,0,tarde
13164,1,21,1,mañana
13165,1,2,0,noche
13166,1,13,0,noche
13167,1,0,0,noche
13168,1,0,0,noche
13169,1,4,0,noche
13170,1,0,0,noche
13171,1,0,0,noche
13172,1,6,0,noche
13173,1,118,1,tarde
13174,1,0,0,noche
13175,1,0,0,noche
13176,1,25,1,mañana
13177,1,0,0,noche
13178,0,0,0,noche
13179,0,0,0,noche
13180,0,1,0,noche
13181,0,1,0,noche
13182,0,0,0,noche
13183,0,2,0,noche
13184,0,0,0,noche
13185,0,0,0,noche
13186,0,8,0,noche
13187,0,0,0,noche
13188,0,0,0,noche
13189,0,0,0,noche
13190,0,3,0,noche
13191,0,0,0,noche
13192,0,4,0,noche
13193,0,0,0,noche
13194,0,1,0,noche
13195,0,0,0,noche
13196,0,0,0,noche
13197,0,4,0,noche
13198,0,2,0,noche
13199,0,0,0,noche
13200,0,0,0,noche
13201,0,0,0,noche
13202,0,0,0,noche
13203,0,0,0,noche
13204,0,0,0,noche
13205,0,24,1,mañana
13206,0,0,0,noche
13207,0,0,0,noche
13208,0,7,0,noche
13209,0,0,0,noche
13210,0,8,0,noche
13211,0,0,0,noche
13212,0,1,0,noche
13213,0,7,0,noche
13214,0,0,0,noche
13215,0,0,0,noche
13216,0,4,0,noche
13217,0,8,0,noche
13218,1,0,0,noche
13219,1,0,0,noche
13220,1,0,0,noche
13221,1,0,0,noche
13222,1,0,0,noche
13223,1,9,0,noche
13224,1,9,0,noche
13225,1,5,0,noche
13226,1,0,0,noche
13227,1,10,0,noche
13228,1,0,0,noche
13229,1,16,1,noche
13230,1,0,0,noche
13231,1,0,0,noche
13232,1,0,0,noche
13233,1,0,0,noche
13234,1,0,0,noche
13235,1,0,0,noche
13236,1,0,0,noche
13237,1,0,0,noche
13238,0,0,0,noche
13239,0,0,0,noche
13240,0,0,0,noche
13241,0,20,1,mañana
13242,0,26,1,mañana
13243,0,18,1,noche
13244,0,0,0,noche
13245,0,0,0,noche
13246,0,0,0,noche
13247,0,0,0,noche
13248,0,6,0,noche
13249,0,0,0,noche
13250,0,9,0,noche
13251,0,0,0,noche
13252,0,0,0,noche
13253,0,0,0,noche
13254,0,0,0,noche
13255,0,0,0,noche
13256,0,0,0,noche
13257,0,0,0,noche
13258,0,0,0,noche
13259,0,0,0,noche
13260,0,0,0,noche
13261,0,3,0,noche
13262,0,0,0,noche
13263,0,0,0,noche
13264,0,0,0,noche
13265,0,0,0,noche
13266,0,0,0,noche
13267,0,0,0,noche
13268,0,28,1,noche
13269,0,0,0,noche
13270,0,14,0,mañana
13271,0,0,0,noche
13272,0,0,0,noche
13273,0,0,0,noche
13274,0,0,0,noche
13275,0,0,0,noche
13276,0,0,0,noche
13277,0,1,0,noche
13278,0,0,0,noche
13279,0,0,0,noche
13280,0,0,0,noche
13281,0,3,0,noche
13282,0,0,0,noche
13283,0,1,0,noche
13284,0,8,0,noche
13285,0,0,0,noche
13286,0,0,0,noche
13287,0,4,0,noche
13288,0,0,0,noche
13289,0,0,0,noche
13290,0,0,0,noche
13291,0,0,0,noche
13292,0,0,0,noche
13293,0,0,0,noche
13294,0,0,0,noche
13295,0,0,0,noche
13296,0,0,0,noche
13297,0,0,0,noche
13298,0,0,0,noche
13299,0,0,0,noche
13300,0,0,0,noche
13301,0,7,0,noche
13302,0,0,0,noche
13303,0,0,0,noche
13304,0,1,0,noche
13305,0,0,0,noche
13306,0,0,0,noche
13307,0,0,0,noche
13308,0,0,0,noche
13309,1,1,0,noche
13310,1,4,0,noche
13311,1,0,0,noche
13312,1,0,0,noche
13313,1,5,0,noche
13314,1,0,0,noche
13315,1,1,0,noche
13316,1,0,0,noche
13317,1,5,0,noche
13318,1,0,0,noche
13319,1,0,0,noche
13320,1,8,0,noche
13321,1,2,0,noche
13322,1,0,0,noche
13323,1,0,0,noche
13324,1,0,0,noche
13325,1,0,0,noche
13326,1,13,0,mañana
13327,1,0,0,mañana
13328,1,0,0,mañana
13329,1,3,0,mañana
13330,1,0,0,mañana
13331,1,18,1,mañana
13332,1,0,0,mañana
13333,1,0,0,mañana
13334,1,0,0,mañana
13335,1,0,0,mañana
13336,1,0,0,mañana
13337,1,0,0,mañana
13338,1,0,0,mañana
13339,1,30,1,mañana
13340,1,0,0,mañana
13341,1,0,0,mañana
13342,1,4,0,mañana
13343,1,0,0,mañana
13344,1,0,0,mañana
13345,1,0,0,mañana
13346,1,0,0,mañana
13347,1,0,0,mañana
13348,1,0,0,mañana
13349,1,0,0,mañana
13350,1,0,0,mañana
13351,1,6,0,tarde
13352,1,40,1,mañana
13353,1,29,1,tarde
13354,1,15,0,tarde
13355,1,51,1,tarde
13356,1,34,1,tarde
13357,1,28,1,tarde
13358,1,32,1,tarde
13359,1,41,1,mañana
13360,1,138,1,tarde
13361,1,38,1,tarde
13362,1,27,1,tarde
13363,1,33,1,tarde
13364,1,57,1,tarde
13365,1,7,0,tarde
13366,1,10,0,tarde
13367,1,37,1,tarde
13368,1,38,1,tarde
13369,1,34,1,tarde
13370,1,25,1,tarde
13371,1,15,0,tarde
13372,1,8,0,tarde
13373,1,4,0,tarde
13374,1,0,0,tarde
13375,1,42,1,mañana
13376,1,7,0,tarde
13377,1,13,0,tarde
13378,1,8,0,tarde
13379,1,0,0,tarde
13380,1,47,1,mañana
13381,1,33,1,tarde
13382,1,10,0,mañana
13383,1,0,0,noche
13384,1,11,0,mañana
13385,1,0,0,mañana
13386,1,9,0,mañana
13387,1,1,0,mañana
13388,1,0,0,noche
13389,1,7,0,mañana
13390,1,12,0,mañana
13391,1,14,0,mañana
13392,1,9,0,mañana
13393,1,0,0,noche
13394,1,0,0,noche
13395,1,3,0,mañana
13396,1,1,0,mañana
13397,1,2,0,mañana
13398,1,6,0,tarde
13399,1,13,0,tarde
13400,1,15,0,tarde
13401,1,0,0,mañana
13402,1,88,1,tarde
13403,1,0,0,mañana
13404,1,13,0,tarde
13405,1,13,0,tarde
13406,1,5,0,tarde
13407,1,7,0,tarde
13408,1,2,0,mañana
13409,1,14,0,tarde
13410,1,7,0,tarde
13411,1,12,0,tarde
13412,1,1,0,mañana
13413,1,57,1,mañana
13414,1,26,1,tarde
13415,1,34,1,tarde
13416,1,7,0,tarde
13417,1,4,0,mañana
13418,1,3,0,mañana
13419,1,10,0,tarde
13420,1,10,0,tarde
13421,1,0,0,mañana
13422,1,22,1,tarde
13423,1,5,0,tarde
13424,1,7,0,tarde
13425,1,5,0,tarde
13426,1,10,0,tarde
13427,1,0,0,mañana
13428,1,1,0,mañana
13429,1,0,0,noche
13430,1,0,0,noche
13431,1,10,0,mañana
13432,1,6,0,mañana
13433,1,19,1,mañana
13434,1,2,0,noche
13435,1,9,0,mañana
13436,1,2,0,mañana
13437,1,12,0,mañana
13438,1,3,0,mañana
13439,1,0,0,noche
13440,1,0,0,noche
13441,1,2,0,mañana
13442,1,0,0,noche
13443,1,7,0,noche
13444,1,8,0,noche
13445,1,3,0,noche
13446,1,0,0,noche
13447,1,0,0,noche
13448,1,0,0,noche
13449,1,0,0,noche
13450,1,19,1,noche
13451,1,4,0,noche
13452,1,10,0,noche
13453,1,0,0,noche
13454,1,15,0,noche
13455,1,0,0,noche
13456,1,0,0,noche
13457,1,6,0,noche
13458,1,14,0,noche
13459,1,0,0,noche
13460,1,0,0,noche
13461,1,10,0,noche
13462,1,2,0,noche
13463,1,9,0,noche
13464,1,0,0,noche
13465,1,0,0,noche
13466,1,13,0,noche
13467,1,17,1,noche
13468,1,29,1,noche
13469,1,0,0,noche
13470,1,10,0,noche
13471,1,14,0,noche
13472,1,2,0,tarde
13473,1,16,1,mañana
13474,1,2,0,tarde
13475,1,7,0,tarde
13476,1,10,0,tarde
13477,1,10,0,tarde
13478,1,13,0,tarde
13479,1,0,0,tarde
13480,1,13,0,tarde
13481,1,5,0,tarde
13482,1,5,0,tarde
13483,1,9,0,tarde
13484,1,10,0,tarde
13485,1,6,0,tarde
13486,1,35,1,mañana
13487,1,11,0,mañana
13488,1,133,1,mañana
13489,1,37,1,mañana
13490,1,13,0,mañana
13491,1,13,0,mañana
13492,1,27,1,mañana
13493,1,159,1,mañana
13494,1,1,0,mañana
13495,1,15,0,mañana
13496,1,2,0,mañana
13497,1,4,0,mañana
13498,1,20,1,mañana
13499,1,14,0,mañana
13500,1,22,1,mañana
13501,1,2,0,mañana
13502,1,12,0,mañana
13503,1,3,0,mañana
13504,1,21,1,mañana
13505,1,16,1,mañana
13506,1,10,0,mañana
13507,1,8,0,mañana
13508,1,19,1,mañana
13509,1,6,0,mañana
13510,1,6,0,mañana
13511,1,13,0,mañana
13512,1,9,0,mañana
13513,1,18,1,mañana
13514,1,6,0,mañana
13515,1,25,1,mañana
13516,1,0,0,tarde
13517,1,43,1,noche
13518,1,3,0,tarde
13519,1,12,0,tarde
13520,1,6,0,mañana
13521,1,16,1,mañana
13522,1,0,0,tarde
13523,1,13,0,mañana
13524,1,2,0,tarde
13525,1,8,0,tarde
13526,1,11,0,tarde
13527,1,26,1,tarde
13528,1,0,0,tarde
13529,1,10,0,tarde
13530,1,0,0,tarde
13531,1,0,0,tarde
13532,1,9,0,noche
13533,1,25,1,noche
13534,1,0,0,mañana
13535,1,0,0,mañana
13536,1,6,0,mañana
13537,1,5,0,mañana
13538,1,0,0,mañana
13539,1,1,0,mañana
13540,1,0,0,mañana
13541,1,3,0,mañana
13542,1,2,0,mañana
13543,1,1,0,mañana
13544,1,2,0,mañana
13545,1,0,0,mañana
13546,1,25,1,mañana
13547,1,8,0,mañana
13548,1,56,1,mañana
13549,1,0,0,mañana
13550,1,42,1,mañana
13551,1,4,0,mañana
13552,1,0,0,mañana
13553,1,4,0,mañana
13554,1,13,0,mañana
13555,1,17,1,mañana
13556,1,11,0,mañana
13557,1,23,1,mañana
13558,1,8,0,mañana
13559,1,0,0,mañana
13560,1,0,0,mañana
13561,1,0,0,mañana
13562,1,9,0,mañana
13563,1,49,1,mañana
13564,1,9,0,mañana
13565,1,0,0,tarde
13566,1,7,0,tarde
13567,1,23,1,tarde
13568,1,21,1,tarde
13569,1,16,1,tarde
13570,1,0,0,tarde
13571,1,0,0,tarde
13572,1,17,1,tarde
13573,1,21,1,tarde
13574,1,18,1,tarde
13575,1,14,0,tarde
13576,1,39,1,mañana
13577,1,24,1,tarde
13578,1,33,1,mañana
13579,1,6,0,tarde
13580,1,8,0,tarde
13581,1,20,1,tarde
13582,1,19,1,tarde
13583,1,9,0,tarde
13584,1,20,1,tarde
13585,1,25,1,tarde
13586,1,11,0,tarde
13587,1,44,1,tarde
13588,1,22,1,tarde
13589,1,9,0,tarde
13590,1,0,0,tarde
13591,1,9,0,tarde
13592,1,3,0,tarde
13593,1,6,0,tarde
13594,1,8,0,tarde
13595,1,1,0,mañana
13596,1,5,0,mañana
13597,1,2,0,mañana
13598,1,36,1,mañana
13599,1,7,0,mañana
13600,1,11,0,mañana
13601,1,1,0,mañana
13602,1,9,0,mañana
13603,1,2,0,mañana
13604,1,0,0,mañana
13605,1,5,0,mañana
13606,1,8,0,mañana
13607,1,122,1,mañana
13608,1,7,0,mañana
13609,1,29,1,mañana
13610,1,8,0,mañana
13611,1,1,0,mañana
13612,1,6,0,mañana
13613,1,6,0,mañana
13614,1,4,0,mañana
13615,1,0,0,mañana
13616,1,6,0,mañana
13617,1,0,0,mañana
13618,1,0,0,mañana
13619,1,2,0,mañana
13620,1,2,0,mañana
13621,1,14,0,mañana
13622,1,3,0,mañana
13623,1,6,0,mañana
13624,1,0,0,mañana
13625,1,13,0,mañana
13626,1,4,0,noche
13627,1,32,1,noche
13628,1,0,0,mañana
13629,1,0,0,mañana
13630,1,0,0,mañana
13631,1,17,1,mañana
13632,1,0,0,mañana
13633,1,0,0,mañana
13634,1,0,0,mañana
13635,1,0,0,mañana
13636,1,0,0,mañana
13637,1,0,0,mañana
13638,1,0,0,mañana
13639,1,0,0,mañana
13640,1,0,0,mañana
13641,1,0,0,mañana
13642,1,0,0,mañana
13643,1,0,0,mañana
13644,1,0,0,mañana
13645,1,0,0,mañana
13646,1,22,1,tarde
13647,1,4,0,tarde
13648,1,4,0,tarde
13649,1,35,1,tarde
13650,1,4,0,tarde
13651,1,15,0,tarde
13652,1,24,1,tarde
13653,1,30,1,tarde
13654,1,35,1,tarde
13655,1,25,1,tarde
13656,1,5,0,tarde
13657,1,0,0,tarde
13658,1,11,0,tarde
13659,1,0,0,tarde
13660,1,17,1,tarde
13661,1,13,0,tarde
13662,1,8,0,tarde
13663,1,21,1,tarde
13664,1,0,0,tarde
13665,1,15,0,tarde
13666,1,0,0,tarde
13667,1,42,1,mañana
13668,1,0,0,tarde
13669,1,1,0,tarde
13670,1,2,0,tarde
13671,1,0,0,tarde
13672,1,22,1,tarde
13673,1,59,1,noche
13674,1,1,0,mañana
13675,1,0,0,noche
13676,1,0,0,mañana
13677,1,7,0,mañana
13678,1,0,0,noche
13679,1,1,0,mañana
13680,1,0,0,mañana
13681,1,1,0,mañana
13682,1,0,0,mañana
13683,1,4,0,mañana
13684,1,0,0,mañana
13685,1,14,0,mañana
13686,1,0,0,mañana
13687,1,15,0,mañana
13688,1,18,1,mañana
13689,1,17,1,tarde
13690,1,23,1,tarde
13691,1,0,0,tarde
13692,1,0,0,mañana
13693,1,12,0,tarde
13694,1,10,0,tarde
13695,1,4,0,mañana
13696,1,0,0,tarde
13697,1,0,0,mañana
13698,1,0,0,mañana
13699,1,2,0,mañana
13700,1,2,0,mañana
13701,1,1,0,mañana
13702,1,0,0,tarde
13703,1,2,0,mañana
13704,1,0,0,tarde
13705,1,17,1,mañana
13706,1,26,1,tarde
13707,1,6,0,tarde
13708,1,3,0,tarde
13709,1,22,1,mañana
13710,1,1,0,tarde
13711,1,0,0,tarde
13712,1,0,0,tarde
13713,1,8,0,tarde
13714,1,107,1,tarde
13715,1,22,1,mañana
13716,1,9,0,tarde
13717,1,0,0,noche
13718,1,0,0,noche
13719,1,0,0,noche
13720,1,107,1,mañana
13721,1,8,0,mañana
13722,1,9,0,mañana
13723,1,0,0,noche
13724,1,0,0,mañana
13725,1,10,0,mañana
13726,1,4,0,mañana
13727,1,12,0,mañana
13728,1,4,0,noche
13729,1,17,1,noche
13730,1,0,0,noche
13731,1,0,0,noche
13732,1,0,0,noche
13733,1,10,0,noche
13734,1,3,0,noche
13735,1,0,0,noche
13736,1,7,0,noche
13737,1,1,0,noche
13738,1,10,0,noche
13739,1,0,0,noche
13740,1,0,0,noche
13741,1,2,0,noche
13742,1,0,0,noche
13743,1,1,0,noche
13744,1,2,0,noche
13745,1,0,0,noche
13746,1,14,0,noche
13747,1,0,0,noche
13748,1,0,0,noche
13749,1,10,0,noche
13750,1,12,0,noche
13751,1,70,1,noche
13752,1,0,0,noche
13753,1,54,1,noche
13754,1,3,0,noche
13755,1,7,0,tarde
13756,1,30,1,noche
13757,1,0,0,tarde
13758,1,43,1,noche
13759,1,4,0,tarde
13760,1,4,0,tarde
13761,1,14,0,tarde
13762,1,0,0,tarde
13763,1,7,0,tarde
13764,1,16,1,mañana
13765,1,6,0,noche
13766,1,7,0,tarde
13767,1,0,0,noche
13768,1,5,0,noche
13769,1,0,0,noche
13770,1,11,0,mañana
13771,1,10,0,mañana
13772,1,20,1,mañana
13773,1,10,0,mañana
13774,1,23,1,mañana
13775,1,21,1,mañana
13776,1,27,1,mañana
13777,1,159,1,mañana
13778,1,25,1,mañana
13779,1,0,0,mañana
13780,1,152,1,mañana
13781,1,20,1,mañana
13782,1,19,1,mañana
13783,1,0,0,mañana
13784,1,12,0,mañana
13785,1,75,1,mañana
13786,1,0,0,mañana
13787,1,14,0,mañana
13788,1,46,1,mañana
13789,1,41,1,mañana
13790,1,41,1,mañana
13791,1,47,1,mañana
13792,1,44,1,mañana
13793,1,64,1,mañana
13794,1,0,0,mañana
13795,1,0,0,mañana
13796,1,0,0,mañana
13797,1,39,1,mañana
13798,1,4,0,tarde
13799,1,16,1,mañana
13800,1,20,1,mañana
13801,1,0,0,tarde
13802,1,12,0,tarde
13803,1,0,0,tarde
13804,1,0,0,tarde
13805,1,22,1,noche
13806,1,0,0,tarde
13807,1,0,0,tarde
13808,1,13,0,tarde
13809,1,0,0,tarde
13810,1,0,0,tarde
13811,1,32,1,noche
13812,1,108,1,mañana
13813,1,17,1,mañana
13814,1,0,0,mañana
13815,1,14,0,mañana
13816,1,8,0,mañana
13817,1,2,0,mañana
13818,1,0,0,mañana
13819,1,4,0,mañana
13820,1,4,0,mañana
13821,1,4,0,mañana
13822,1,2,0,mañana
13823,1,1,0,mañana
13824,1,0,0,mañana
13825,1,0,0,mañana
13826,1,0,0,mañana
13827,1,0,0,mañana
13828,1,1,0,mañana
13829,1,4,0,mañana
13830,1,0,0,mañana
13831,1,0,0,mañana
13832,1,13,0,mañana
13833,1,0,0,mañana
13834,1,0,0,mañana
13835,1,0,0,mañana
13836,1,17,1,mañana
13837,1,0,0,mañana
13838,1,0,0,mañana
13839,1,29,1,mañana
13840,1,9,0,tarde
13841,1,24,1,tarde
13842,1,9,0,tarde
13843,1,19,1,tarde
13844,1,45,1,tarde
13845,1,5,0,tarde
13846,1,5,0,tarde
13847,1,13,0,tarde
13848,1,34,1,mañana
13849,1,13,0,tarde
13850,1,9,0,tarde
13851,1,12,0,tarde
13852,1,0,0,tarde
13853,1,22,1,tarde
13854,1,12,0,tarde
13855,1,17,1,tarde
13856,1,7,0,tarde
13857,1,0,0,tarde
13858,1,24,1,tarde
13859,1,0,0,tarde
13860,1,18,1,tarde
13861,1,8,0,tarde
13862,1,6,0,tarde
13863,1,5,0,tarde
13864,1,8,0,tarde
13865,1,14,0,tarde
13866,1,4,0,tarde
13867,1,22,1,tarde
13868,1,21,1,mañana
13869,1,5,0,mañana
13870,1,5,0,mañana
13871,1,14,0,mañana
13872,1,3,0,mañana
13873,1,0,0,mañana
13874,1,3,0,mañana
13875,1,6,0,mañana
13876,1,0,0,mañana
13877,1,0,0,mañana
13878,1,17,1,mañana
13879,1,10,0,mañana
13880,1,0,0,mañana
13881,1,6,0,mañana
13882,1,3,0,mañana
13883,1,0,0,mañana
13884,1,20,1,mañana
13885,1,1,0,mañana
13886,1,0,0,mañana
13887,1,3,0,mañana
13888,1,1,0,mañana
13889,1,107,1,tarde
13890,1,2,0,mañana
13891,1,0,0,mañana
13892,1,0,0,mañana
13893,1,6,0,mañana
13894,1,0,0,mañana
13895,1,0,0,mañana
13896,0,0,0,mañana
13897,0,0,0,mañana
13898,0,0,0,mañana
13899,0,0,0,mañana
13900,0,0,0,mañana
13901,0,0,0,mañana
13902,0,0,0,mañana
13903,0,0,0,mañana
13904,0,0,0,mañana
13905,0,0,0,mañana
13906,0,0,0,mañana
13907,0,3,0,mañana
13908,0,0,0,mañana
13909,0,0,0,mañana
13910,0,0,0,mañana
13911,0,0,0,mañana
13912,0,0,0,mañana
13913,0,0,0,mañana
13914,1,12,0,tarde
13915,1,27,1,tarde
13916,1,25,1,tarde
13917,0,3,0,tarde
13918,0,6,0,tarde
13919,0,26,1,tarde
13920,0,18,1,tarde
13921,0,37,1,tarde
13922,0,63,1,tarde
13923,0,18,1,tarde
13924,0,1,0,tarde
13925,0,4,0,tarde
13926,0,10,0,tarde
13927,0,9,0,tarde
13928,0,40,1,mañana
13929,0,16,1,tarde
13930,0,1,0,tarde
13931,0,59,1,tarde
13932,0,13,0,tarde
13933,0,50,1,tarde
13934,0,16,1,tarde
13935,0,4,0,tarde
13936,0,39,1,tarde
13937,0,23,1,tarde
13938,0,10,0,tarde
13939,0,14,0,tarde
13940,0,34,1,tarde
13941,0,19,1,tarde
13942,0,17,1,tarde
13943,0,37,1,tarde
13944,0,35,1,tarde
13945,1,3,0,mañana
13946,0,8,0,mañana
13947,0,0,0,mañana
13948,0,6,0,mañana
13949,0,0,0,mañana
13950,0,8,0,mañana
13951,0,4,0,mañana
13952,0,0,0,mañana
13953,0,0,0,mañana
13954,0,0,0,mañana
13955,0,0,0,mañana
13956,0,0,0,mañana
13957,0,15,0,mañana
13958,0,17,1,mañana
13959,1,0,0,tarde
13960,1,9,0,tarde
13961,1,0,0,tarde
13962,0,27,1,tarde
13963,0,7,0,tarde
13964,0,11,0,mañana
13965,0,0,0,tarde
13966,0,8,0,tarde
